text,label
Season finale sale! Last chance to grab winter styles at 60% off before they are gone.,Promotional
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,Normal
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,Normal
"&lt;#&gt; , that's all? Guess that's easy enough",Normal
"2 celebrate my bday, y else?",Normal
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",Normal
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",Spam
"Nope, I'm still in the market",Normal
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",Normal
Yesterday its with me only . Now am going home.,Normal
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,Spam
Yes i have. So that's why u texted. Pshew...missing you so much,Normal
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,Normal
Dai what this da.. Can i send my resume to this id.,Normal
U having lunch alone? I now so bored...,Normal
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,Spam
No calls..messages..missed calls,Normal
Be happy there. I will come after noon,Normal
K:)eng rocking in ashes:),Normal
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,Normal
Then ü come n pick me at 530 ar?,Normal
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",Normal
Ok then i come n pick u at engin?,Normal
Convey my regards to him,Normal
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,Spam
Hi mom we might be back later than  &lt;#&gt; ,Normal
Mm you ask him to come its enough :-),Normal
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",Normal
7 lor... Change 2 suntec... Wat time u coming?,Normal
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",Normal
Are you the cutest girl in the world or what,Normal
Ya very nice. . .be ready on thursday,Normal
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",Normal
One small prestige problem now.,Normal
I know you are serving. I mean what are you doing now.,Normal
Your Netflix subscription has expired. Update payment to avoid losing your account.,Scam
Ya had just now.onion roast.,Normal
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",Spam
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Normal
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",Spam
Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,Normal
Stupid.its not possible,Normal
"Merry Christmas to you too babe, i love ya *kisses*",Normal
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",Normal
"Sorry, I'll call later",Normal
Great escape. I fancy the bridge but needs her lager. See you tomo ,Normal
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,Spam
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",Normal
"Goodmorning, today i am late for 1hr.",Normal
YO YO YO BYATCH WHASSUP?,Normal
He's just gonna worry for nothing. And he won't give you money its no use.,Normal
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",Normal
"It‘s reassuring, in this crazy world.",Normal
K..k:)where are you?how did you performed?,Normal
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam
I said its okay. Sorry,Normal
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",Normal
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,Normal
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Normal
Water logging in desert. Geoenvironmental implications.,Normal
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,Spam
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,Normal
Hey u still at the gym?,Normal
But pls dont play in others life.,Normal
Studying. But i.ll be free next weekend.,Normal
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,Normal
O. Guess they both got screwd,Normal
"Right on brah, see you later",Normal
What class of  &lt;#&gt;  reunion?,Normal
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",Spam
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,Normal
Why don't you wait 'til at least wednesday to see if you get your .,Normal
Well welp is sort of a semiobscure internet thing,Normal
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",Normal
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,Normal
"Tee hee. Off to lecture, cheery bye bye.",Normal
Are you coming to day for class.,Normal
I'm home...,Normal
Hi good mornin.. Thanku wish u d same..,Normal
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",Normal
I'm leaving my house now.,Normal
For my family happiness..,Normal
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,Spam
That day you asked about anand number. Why:-),Normal
I am going to sao mu today. Will be done only at 12 ,Normal
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",Spam
So u wan 2 come for our dinner tonight a not?,Normal
I reach home safe n sound liao...,Normal
"My planning usually stops at ""find hella weed, smoke hella weed""",Normal
"Thanks, I'll keep that in mind",Normal
K...k:)why cant you come here and search job:),Normal
Ok lor...,Normal
Stupid auto correct on my phone,Normal
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,Spam
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",Normal
I'm in class. Will holla later,Normal
Anything lar then ü not going home 4 dinner?,Normal
We'll join the  &lt;#&gt;  bus,Normal
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",Normal
K. I will sent it again,Normal
"Yes, princess. Are you going to make me moan?",Normal
I'm on the bus. Love you,Normal
Where in abj are you serving. Are you staying with dad or alone.,Normal
Ok then i'll let him noe later n ask him call u tmr...,Normal
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,Normal
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,Normal
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,Normal
Its a part of checking IQ,Normal
"You stupid idiot, you can't do anything right. Just give up already.",Harassment
I gotta collect da car at 6 lei.,Normal
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",Spam
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,Normal
Huh i cant thk of more oredi how many pages do we have?,Normal
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,Spam
No problem. Talk to you later,Normal
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,Spam
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",Spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,Spam
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",Normal
Maybe i could get book out tomo then return it immediately ..? Or something.,Normal
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,Normal
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",Normal
I love to wine and dine my lady!,Normal
"What do u reckon as need 2 arrange transport if u can't do it, thanks",Normal
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,Spam
Am also doing in cbe only. But have to pay.,Normal
Mathews or tait or edwards or anderson,Normal
Msg me when rajini comes.,Normal
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",Normal
So lets make it saturday or monday as per convenience.,Normal
K come to nordstrom when you're done,Normal
Why she wants to talk to me,Normal
Aiya we discuss later lar... Pick ü up at 4 is it?,Normal
Dai i downloaded but there is only exe file which i can only run that exe after installing.,Normal
"I‘ll leave around four, ok?",Normal
No da. . Vijay going to talk in jaya tv,Normal
U coming 2 pick me?,Normal
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,Normal
There the size of elephant tablets & u shove um up ur ass!!,Normal
Oh ya ya. I remember da. .,Normal
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",Normal
Haha... Hope ü can hear the receipt sound... Gd luck!,Normal
